"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","ensembl_gene_id_clean","hgnc_symbol","gene_name","sig_category"
24.6294200167456,6.41594569425868,0.275322911221059,23.303348296747,4.09992536504398e-120,4.16978178568684e-117,"ENSG00000092377.15","ENSG00000092377","TBL1Y","TBL1Y","Significant"
6.42953422432681,5.00361867836579,0.219055558210931,22.8417791323412,1.76395519745589e-115,1.72756545504911e-112,"ENSG00000278847.1","ENSG00000278847","","ENSG00000278847","Significant"
21.7560035870493,6.86573401376202,0.313007278336981,21.9347423811993,1.21121902707806e-106,1.14386659760804e-103,"ENSG00000239893.2","ENSG00000239893","ZNF736P9Y","ZNF736P9Y","Significant"
3.24067795206944,4.35507838299806,0.24243238570558,17.9640948973173,3.72300985594821e-72,3.39474309037374e-69,"ENSG00000267793.1","ENSG00000267793","","ENSG00000267793","Significant"
5987.146414805,-0.669871045159581,0.0381163532825352,-17.5743739227675,3.87140283909783e-69,3.41238350914213e-66,"ENSG00000126012.12","ENSG00000126012","KDM5C","KDM5C","Significant"
21.3245968613826,5.92733846681756,0.362621645114732,16.3457933266564,4.66065304735586e-60,3.97553704939455e-57,"ENSG00000206159.11","ENSG00000206159","GYG2P1","GYG2P1","Significant"
24.4729213363479,5.42418897885355,0.344689518553928,15.7364488528969,8.50866273976405e-56,7.0310802758619e-53,"ENSG00000286050.1","ENSG00000286050","","ENSG00000286050","Significant"
9.56685486107407,-2.36490487682195,0.156564755590846,-15.1049632332465,1.50190153734e-51,1.20347825308732e-48,"ENSG00000270641.1","ENSG00000270641","TSIX","TSIX","Significant"
373.169379395594,3.16369444829878,0.227679512828453,13.895384828421,6.75594236505944e-44,5.25433482233137e-41,"ENSG00000236882.8","ENSG00000236882","LINC01554","LINC01554","Significant"
99.3129478850902,-3.10057775984459,0.234360564799102,-13.2299466102689,5.89292161326029e-40,4.45218646341262e-37,"ENSG00000158022.7","ENSG00000158022","TRIM63","TRIM63","Significant"
1278.84560370731,-0.609329426917149,0.0484762364383372,-12.5696520952535,3.10085425705594e-36,2.27766358664806e-33,"ENSG00000130021.15","ENSG00000130021","PUDP","PUDP","Significant"
160.090851311246,2.01303236509321,0.162272515072317,12.405257687638,2.44724172125276e-35,1.74898413067802e-32,"ENSG00000183479.12","ENSG00000183479","TREX2","TREX2","Significant"
606.802185029465,4.16502236586638,0.337720876305041,12.3327358718103,6.03618760307868e-35,4.20039233653183e-32,"ENSG00000167748.11","ENSG00000167748","KLK1","KLK1","Significant"
991.373972951827,3.74294849190062,0.304862157074116,12.2775110162022,1.19622019061162e-34,8.11067961547256e-32,"ENSG00000188373.5","ENSG00000188373","GPR15LG","GPR15LG","Significant"
4497.14770614844,2.09334041830791,0.170794031244695,12.2565197568807,1.55015669402433e-34,1.02476983650213e-31,"ENSG00000135205.15","ENSG00000135205","CCDC146","CCDC146","Significant"
1744.69682308254,-0.652975855315478,0.0537946768481199,-12.1382986863002,6.61879319215978e-34,4.26879874098246e-31,"ENSG00000147050.16","ENSG00000147050","KDM6A","KDM6A","Significant"
254.853069620535,1.80361747885631,0.154463993316215,11.6766208106765,1.67835906712284e-31,1.05668687647451e-28,"ENSG00000259092.1","ENSG00000259092","TRAV30","TRAV30","Significant"
1796.5614330897,2.73570213818583,0.234789734658843,11.6517110177789,2.24897332655242e-31,1.3830139924192e-28,"ENSG00000084674.15","ENSG00000084674","APOB","APOB","Significant"
101.189634000825,3.55837088944319,0.30612448181604,11.6239343822933,3.11455448035396e-31,1.87177645736363e-28,"ENSG00000250366.3","ENSG00000250366","TUNAR","TUNAR","Significant"
593.251393810625,2.93182198807107,0.252953340351912,11.5903667608907,4.6115365699727e-31,2.7098413671064e-28,"ENSG00000075886.11","ENSG00000075886","TUBA3D","TUBA3D","Significant"
19962.7585654594,-0.533726784412644,0.0468087229299891,-11.4022932266477,4.07248152755114e-30,2.34105715289206e-27,"ENSG00000215301.11","ENSG00000215301","DDX3X","DDX3X","Significant"
106.708705477693,5.04251373574986,0.452775570441471,11.1368944460348,8.29620207676168e-29,4.66758450033636e-26,"ENSG00000214978.7","ENSG00000214978","GSG1L2","GSG1L2","Significant"
59.5534937880737,2.14509440063018,0.194851525472231,11.0088663428806,3.46334087576309e-28,1.9079400578709e-25,"ENSG00000212232.1","ENSG00000212232","SNORD17","SNORD17","Significant"
2130.98255477049,-0.501101900428921,0.0462492449260056,-10.8348125732785,2.35447059998128e-27,1.27059726684296e-24,"ENSG00000005889.16","ENSG00000005889","ZFX","ZFX","Significant"
245.539854334017,2.34876136775181,0.21888625361931,10.7305110710004,7.31902566291031e-27,3.87073991208675e-24,"ENSG00000196188.12","ENSG00000196188","CTSE","CTSE","Significant"
670.735833745275,2.21677965597494,0.207147366984783,10.7014619024232,1.0018498734031e-26,5.19449337301927e-24,"ENSG00000081985.13","ENSG00000081985","IL12RB2","IL12RB2","Significant"
100.404397119734,2.01466701310079,0.190956865788093,10.5503774623977,5.0593428869855e-26,2.57277315308764e-23,"ENSG00000187726.9","ENSG00000187726","DNAJB13","DNAJB13","Significant"
45.092132162525,2.25574424126537,0.215205659777312,10.4818072331348,1.04723146834463e-25,5.22489466366738e-23,"ENSG00000243709.1","ENSG00000243709","LEFTY1","LEFTY1","Significant"
17.0273794698648,2.85226433789048,0.275056707689688,10.3697319794445,3.40478370723469e-25,1.66727214019272e-22,"ENSG00000253967.1","ENSG00000253967","LINC03020","LINC03020","Significant"
1593.64952969288,2.7155568605566,0.266419211443493,10.192796705025,2.13531315824796e-24,1.02661974261001e-21,"ENSG00000163631.17","ENSG00000163631","ALB","ALB","Significant"
119.249503218238,1.82076617382549,0.182093227756586,9.99908780934684,1.53807270601421e-23,7.26272438663102e-21,"ENSG00000168824.14","ENSG00000168824","NSG1","NSG1","Significant"
16.3714782963896,2.19433047844137,0.227795201382445,9.63290914437354,5.80619492276436e-22,2.69356512881856e-19,"ENSG00000128040.11","ENSG00000128040","SPINK2","SPINK2","Significant"
141.691576618979,1.23020153164524,0.128045989938941,9.60749752672355,7.43335741182116e-22,3.38897017311702e-19,"ENSG00000205611.5","ENSG00000205611","LINC01597","LINC01597","Significant"
9.20164251346679,2.31308071206113,0.240894541736689,9.60204700108754,7.83722237638741e-22,3.51253680167479e-19,"ENSG00000267712.6","ENSG00000267712","LINC01539","LINC01539","Significant"
211.483028514693,1.41928225612726,0.149999908452661,9.46188748225256,3.02433897020493e-21,1.33287658981882e-18,"ENSG00000262619.2","ENSG00000262619","LINC00621","LINC00621","Significant"
62.4585476544934,2.06920207035639,0.21987571247437,9.41078051354851,4.92466194040103e-21,2.13480058508237e-18,"ENSG00000250337.7","ENSG00000250337","PURPL","PURPL","Significant"
1249.0368090416,-0.413720009277617,0.0442052900344135,-9.35906107516858,8.04483933673709e-21,3.43112397711837e-18,"ENSG00000086712.13","ENSG00000086712","TXLNG","TXLNG","Significant"
14.9197342198235,2.14193457428721,0.231053517329328,9.27029633240442,1.85629471180134e-20,7.79142874034331e-18,"ENSG00000252010.1","ENSG00000252010","SCARNA5","SCARNA5","Significant"
20.4560564268586,2.1063220322495,0.23071504137514,9.12953927795563,6.87914218969393e-20,2.84226807690745e-17,"ENSG00000251791.1","ENSG00000251791","SCARNA6","SCARNA6","Significant"
71.583529966788,2.7181410329753,0.297874544635637,9.12512022905535,7.16566775204352e-20,2.91510388257364e-17,"ENSG00000253553.7","ENSG00000253553","","ENSG00000253553","Significant"
3.3889062006774,-1.93456195533946,0.212109417293902,-9.12058493215745,7.47199437352996e-20,2.99366586695838e-17,"ENSG00000237531.6","ENSG00000237531","","ENSG00000237531","Significant"
1421.52740356885,1.91725820602868,0.210370491062124,9.11372215917154,7.96029871245911e-20,3.14170416199338e-17,"ENSG00000148600.15","ENSG00000148600","CDHR1","CDHR1","Significant"
178.850215695081,1.30358251719671,0.143542088516779,9.08153511396298,1.07054133133927e-19,4.16298888597121e-17,"ENSG00000118156.12","ENSG00000118156","ZNF541","ZNF541","Significant"
72.9458993941684,2.42827324070156,0.267729257509246,9.06988374484135,1.19144069509739e-19,4.5659806232551e-17,"ENSG00000230535.1","ENSG00000230535","BASP1P1","BASP1P1","Significant"
4571.52943345326,-0.443972606291793,0.0493921679508932,-8.98872482643807,2.5011538884085e-19,9.44828746731228e-17,"ENSG00000173674.11","ENSG00000173674","EIF1AX","EIF1AX","Significant"
66.8824637374252,2.87675760586286,0.321857960122781,8.93797252914125,3.96375587317642e-19,1.47624783879442e-16,"ENSG00000152086.9","ENSG00000152086","TUBA3E","TUBA3E","Significant"
3439.62302812932,0.836169589664363,0.0937892206808318,8.91541249190969,4.86003684831581e-19,1.78491603305576e-16,"ENSG00000134533.6","ENSG00000134533","RERG","RERG","Significant"
39.8167602377748,2.00210758949895,0.226113106571275,8.85445173815188,8.40961421304965e-19,3.04623874843386e-16,"ENSG00000255847.5","ENSG00000255847","","ENSG00000255847","Significant"
893.243565923235,2.04515846330436,0.231517727663392,8.83370134954786,1.01267799161349e-18,3.61868163949129e-16,"ENSG00000281162.2","ENSG00000281162","LINC01127","LINC01127","Significant"
2022.62341849519,0.935096941960715,0.106596718970314,8.77228634233222,1.750745027905e-18,6.17266010305226e-16,"ENSG00000109667.12","ENSG00000109667","SLC2A9","SLC2A9","Significant"
5763.76799330375,-0.409995301042536,0.0468485048856969,-8.75151303212049,2.10511030928013e-18,7.32439893530189e-16,"ENSG00000072501.19","ENSG00000072501","SMC1A","SMC1A","Significant"
7216.83154723061,1.30772691165089,0.149469753133801,8.74910732260492,2.15047070216016e-18,7.38505152950922e-16,"ENSG00000026297.16","ENSG00000026297","RNASET2","RNASET2","Significant"
133.716979501168,1.72489330798113,0.198911707022192,8.67165303542787,4.25891729660739e-18,1.44382756505371e-15,"ENSG00000178150.10","ENSG00000178150","ZNF114","ZNF114","Significant"
259.203798947,1.68466955555357,0.194419498195893,8.66512654947875,4.51011737944204e-18,1.50963334005805e-15,"ENSG00000262198.1","ENSG00000262198","","ENSG00000262198","Significant"
339.218729289097,2.19319674416698,0.25839392311902,8.48780310966044,2.10579944550458e-17,6.96045684218471e-15,"ENSG00000163735.7","ENSG00000163735","CXCL5","CXCL5","Significant"
20.2396158347976,-1.23465541852198,0.149912724139762,-8.23582804999877,1.78319901511682e-16,5.82137426626347e-14,"ENSG00000144671.10","ENSG00000144671","SLC22A14","SLC22A14","Significant"
17.5844394182769,-1.07421632216095,0.13103275435981,-8.19807480510715,2.4426734187706e-16,7.87702600153061e-14,"ENSG00000173809.18","ENSG00000173809","TDRD12","TDRD12","Significant"
2112.27202568904,1.50101707556929,0.183915043837344,8.16146979741802,3.30972154613504e-16,1.05444538366806e-13,"ENSG00000276168.1","ENSG00000276168","RN7SL1","RN7SL1","Significant"
20.8596645642473,1.50059596840535,0.18589147506522,8.07243026006902,6.89125351337926e-16,2.1595864570082e-13,"ENSG00000113302.5","ENSG00000113302","IL12B","IL12B","Significant"
142.698225292883,2.27236209657194,0.281527829304945,8.07153631021879,6.9419070773247e-16,2.1595864570082e-13,"ENSG00000286403.1","ENSG00000286403","","ENSG00000286403","Significant"
35.3394440705262,2.45434572151116,0.310586826365697,7.90228532945348,2.7383568503089e-15,8.41981048752536e-13,"ENSG00000146809.13","ENSG00000146809","ASB15","ASB15","Significant"
7.15198523809974,2.04449343161048,0.260284919964448,7.85482859279644,4.00319234850337e-15,1.21674040541925e-12,"ENSG00000204033.10","ENSG00000204033","LRIT2","LRIT2","Significant"
2128.82815670059,1.18674393533814,0.151493504962232,7.83362914227903,4.73985515176811e-15,1.42427261111596e-12,"ENSG00000112541.17","ENSG00000112541","PDE10A","PDE10A","Significant"
32.3429999453118,2.10905004452971,0.271229656411389,7.77588288992557,7.49229965473906e-15,2.22605482887938e-12,"ENSG00000260802.1","ENSG00000260802","SERTM2","SERTM2","Significant"
100.703484802823,1.26296174632618,0.162682036006825,7.76337558421752,8.2698245439967e-15,2.42976633796561e-12,"ENSG00000237949.2","ENSG00000237949","LINC00844","LINC00844","Significant"
140.742942494036,2.37320340519167,0.30577913752862,7.76116848380328,8.41504357018147e-15,2.44526370468471e-12,"ENSG00000286546.1","ENSG00000286546","","ENSG00000286546","Significant"
28.1531883312351,1.20909867121433,0.157073181753955,7.69767733557666,1.38561719370054e-14,3.98259515793732e-12,"ENSG00000226953.8","ENSG00000226953","NCKAP5-AS2","NCKAP5-AS2","Significant"
45.6985204343281,1.47358969895149,0.192233213065788,7.66563527420821,1.77948201873231e-14,5.05966053992887e-12,"ENSG00000228643.1","ENSG00000228643","","ENSG00000228643","Significant"
11.2740469796541,1.91883577836313,0.253109997919142,7.58103509990987,3.42808831913113e-14,9.64350419391325e-12,"ENSG00000206129.4","ENSG00000206129",NA,"ENSG00000206129","Significant"
133.099451808568,1.33763994958854,0.177644758874942,7.52985879268302,5.07952243559228e-14,1.41387170278281e-11,"ENSG00000234685.1","ENSG00000234685","NUS1P2","NUS1P2","Significant"
1671.4711882437,2.40551941607204,0.320139640780379,7.51396924857007,5.73610640099848e-14,1.57999855793336e-11,"ENSG00000104327.7","ENSG00000104327","CALB1","CALB1","Significant"
10.7200910612873,1.58830820055927,0.212035223388409,7.4907752361964,6.84679822677431e-14,1.86649366505766e-11,"ENSG00000287570.1","ENSG00000287570","","ENSG00000287570","Significant"
179.522635318171,-0.370104537476966,0.0494374577362812,-7.48631815679617,7.08325689649523e-14,1.91125063381656e-11,"ENSG00000186312.10","ENSG00000186312","CA5BP1","CA5BP1","Significant"
8.98234579093407,1.24917656232241,0.168876350812523,7.39698931385116,1.39306755861025e-13,3.72089752043745e-11,"ENSG00000251409.1","ENSG00000251409","","ENSG00000251409","Significant"
4.79647599758579,2.37609240783536,0.326127819130896,7.28577038955909,3.19837304032129e-13,8.4574578305216e-11,"ENSG00000236604.1","ENSG00000236604","LYPLA2P3","LYPLA2P3","Significant"
169.512694176231,1.67371915411541,0.230665152133258,7.25605553607196,3.98541503625088e-13,1.04342900795626e-10,"ENSG00000182048.11","ENSG00000182048","TRPC2","TRPC2","Significant"
6.30335806291203,2.25844806213739,0.311579308393349,7.24838909805345,4.21757555871412e-13,1.09338578920664e-10,"ENSG00000163825.4","ENSG00000163825","RTP3","RTP3","Significant"
549.42837899125,0.559853106502692,0.0773373376761761,7.23910498247156,4.51655327811307e-13,1.15952639158392e-10,"ENSG00000149531.15","ENSG00000149531","FRG1BP","FRG1BP","Significant"
42.0658592947574,1.88511699556557,0.260722160601788,7.23036734282357,4.81689310528948e-13,1.22474138829971e-10,"ENSG00000248869.7","ENSG00000248869","LINC02511","LINC02511","Significant"
2341.14685630988,2.40816637280431,0.333664107628512,7.21733718954711,5.30154083397209e-13,1.33512994545452e-10,"ENSG00000147614.4","ENSG00000147614","ATP6V0D2","ATP6V0D2","Significant"
92.8980761196906,1.02442254468316,0.142168083210042,7.20571397990684,5.77404910809272e-13,1.42849717123375e-10,"ENSG00000266903.2","ENSG00000266903","CEACAM16-AS1","CEACAM16-AS1","Significant"
13.4573493228836,2.26088274204625,0.313768934903993,7.20556591345807,5.78032739560608e-13,1.42849717123375e-10,"ENSG00000287258.1","ENSG00000287258","","ENSG00000287258","Significant"
4547.71753377727,0.876036893700373,0.121634427720267,7.20221166095397,5.92436304463161e-13,1.43722873384581e-10,"ENSG00000165983.14","ENSG00000165983","PTER","PTER","Significant"
769.055151739601,-0.380434649265889,0.0528205104966998,-7.20240387092923,5.91601498215223e-13,1.43722873384581e-10,"ENSG00000169249.13","ENSG00000169249","ZRSR2","ZRSR2","Significant"
14.3883286621099,1.50765565421993,0.210027266979282,7.17838057840677,7.05419687523197e-13,1.69576479974326e-10,"ENSG00000235779.8","ENSG00000235779","","ENSG00000235779","Significant"
122.993201476015,1.38916689860503,0.193594801506896,7.17564153475239,7.19688989680421e-13,1.71448071658733e-10,"ENSG00000260604.2","ENSG00000260604","TGILR","TGILR","Significant"
23.5781908821235,1.41146941164949,0.196826979786868,7.17111756314042,7.4387987681829e-13,1.75628710559875e-10,"ENSG00000168298.7","ENSG00000168298","H1-4","H1-4","Significant"
1693.71196127189,1.3474492400968,0.187968277224153,7.16849279035506,7.58279260861315e-13,1.77444057477485e-10,"ENSG00000188060.7","ENSG00000188060","RAB42","RAB42","Significant"
672.120722546843,0.964057521485416,0.134880295824735,7.14750450086591,8.83696235244524e-13,2.04978767969921e-10,"ENSG00000021645.20","ENSG00000021645","NRXN3","NRXN3","Significant"
259.115913429221,1.37874898132939,0.19309720789054,7.14018082597522,9.32082201392506e-13,2.14322170881931e-10,"ENSG00000112530.11","ENSG00000112530","PACRG","PACRG","Significant"
22.8931611458288,-1.71659885386288,0.241933101329064,-7.09534513645594,1.29029067841719e-12,2.94130658701602e-10,"ENSG00000004846.16","ENSG00000004846","ABCB5","ABCB5","Significant"
5.4280316459477,1.41584490315798,0.199703391475154,7.08973890077437,1.3436526142616e-12,3.036769750335e-10,"ENSG00000220581.1","ENSG00000220581","VN1R12P","VN1R12P","Significant"
60.3948727148678,1.97088372833879,0.278190478330244,7.08465559342088,1.39390522291894e-12,3.12364710251234e-10,"ENSG00000187715.13","ENSG00000187715","KBTBD12","KBTBD12","Significant"
20.3526150653629,-1.54125580473715,0.21814072642965,-7.06541978640659,1.60131165007007e-12,3.55827596326075e-10,"ENSG00000187398.12","ENSG00000187398","LUZP2","LUZP2","Significant"
8.45546723453906,-1.57776512286675,0.22351422702045,-7.0589024416884,1.6782283872143e-12,3.69811610359232e-10,"ENSG00000106689.11","ENSG00000106689","LHX2","LHX2","Significant"
38.3765283945527,-0.509238938643575,0.0721558066322656,-7.05749076077628,1.6953603402202e-12,3.7049928492928e-10,"ENSG00000279413.1","ENSG00000279413",NA,"ENSG00000279413","Significant"
33.875152767578,-1.74906298025091,0.248283960506059,-7.044607217824,1.85985391362368e-12,4.03115713425828e-10,"ENSG00000163331.12","ENSG00000163331","DAPL1","DAPL1","Significant"
246.417803414698,1.5645498886183,0.22225921153457,7.03930279341854,1.93204112065502e-12,4.15357425638055e-10,"ENSG00000138100.14","ENSG00000138100","TRIM54","TRIM54","Significant"
103.42912604096,1.31292071998199,0.187405897283726,7.00575989876278,2.45648869882492e-12,5.23846215024414e-10,"ENSG00000162383.13","ENSG00000162383","SLC1A7","SLC1A7","Significant"
163.917630926835,0.996182923528902,0.142694818536742,6.98121300930346,2.92642210761866e-12,6.19067038334083e-10,"ENSG00000102466.16","ENSG00000102466","FGF14","FGF14","Significant"
49.8823046407874,2.61770522213522,0.375185198260278,6.97710153351847,3.01331943637902e-12,6.32390522668019e-10,"ENSG00000263862.2","ENSG00000263862","LINC01543","LINC01543","Significant"
88.2612655779067,1.08595844480722,0.155984472909615,6.96196502479113,3.35558825206935e-12,6.98675749208424e-10,"ENSG00000133328.4","ENSG00000133328","PLAAT2","PLAAT2","Significant"
27.0249420365883,1.15981971228866,0.16724094269807,6.93502257029582,4.06156310202294e-12,8.39061821146818e-10,"ENSG00000226808.3","ENSG00000226808","LINC00840","LINC00840","Significant"
1229.09358655558,0.663589822083858,0.0959907822929219,6.91305775651325,4.7431671498059e-12,9.72275728235018e-10,"ENSG00000154640.15","ENSG00000154640","BTG3","BTG3","Significant"
18.7863771579946,2.47349372194811,0.359059248584176,6.8888177416442,5.62579599479585e-12,1.14433018069528e-09,"ENSG00000169876.14","ENSG00000169876","MUC17","MUC17","Significant"
149.33326851963,1.57310892005086,0.229000775984715,6.86944798892676,6.44508100144248e-12,1.30097157955071e-09,"ENSG00000280241.4","ENSG00000280241","","ENSG00000280241","Significant"
1002.63337048435,0.496389710968758,0.072337056754431,6.86217732985592,6.78188009615485e-12,1.35858526805017e-09,"ENSG00000117602.13","ENSG00000117602","RCAN3","RCAN3","Significant"
98.8946840965115,2.55974145819171,0.373738599549673,6.84901549177956,7.43599450809575e-12,1.47842107351561e-09,"ENSG00000110680.13","ENSG00000110680","CALCA","CALCA","Significant"
52.9717949897368,-1.65146641880243,0.241634529483304,-6.83456301685782,8.22553726628206e-12,1.62319314874848e-09,"ENSG00000169594.13","ENSG00000169594","BNC1","BNC1","Significant"
2300.45110058774,0.737022828409633,0.107887980108347,6.83137109128815,8.41068501344006e-12,1.64743513933626e-09,"ENSG00000123106.10","ENSG00000123106","CCDC91","CCDC91","Significant"
8766.3809832884,0.601891734746022,0.0885022540684185,6.80086333485604,1.03994040541388e-11,1.9757125040708e-09,"ENSG00000132128.16","ENSG00000132128","LRRC41","LRRC41","Significant"
1966.98181948377,1.84739344781614,0.271674577575233,6.80002326424731,1.04602257901869e-11,1.9757125040708e-09,"ENSG00000158104.11","ENSG00000158104","HPD","HPD","Significant"
20.5853966012264,2.00364586825079,0.294639531468701,6.80032940000662,1.04380210841862e-11,1.9757125040708e-09,"ENSG00000229314.5","ENSG00000229314","ORM1","ORM1","Significant"
17.6809828598861,1.33684095312954,0.196551804715892,6.8014687276054,1.03557881044022e-11,1.9757125040708e-09,"ENSG00000249738.10","ENSG00000249738","IL12B-AS1","IL12B-AS1","Significant"
12.9965959485962,0.977903115136974,0.143798027511483,6.80053219129786,1.04233376139587e-11,1.9757125040708e-09,"ENSG00000274588.2","ENSG00000274588","DGKK","DGKK","Significant"
53.1371623734456,0.979153192846304,0.144281842311133,6.78639236346063,1.14972207910963e-11,2.14099302379548e-09,"ENSG00000213397.10","ENSG00000213397","HAUS7","HAUS7","Significant"
253.751760890814,1.10141383721218,0.162282168772637,6.78702931777611,1.14465955056584e-11,2.14099302379548e-09,"ENSG00000237352.4","ENSG00000237352",NA,"ENSG00000237352","Significant"
50.710908904547,-0.98731732248483,0.145548032586796,-6.7834467078492,1.17342091220026e-11,2.1698439986931e-09,"ENSG00000197769.6","ENSG00000197769","MAP1LC3C","MAP1LC3C","Significant"
504.406529779558,1.31201497231553,0.193633557683297,6.77576236274824,1.23751945444341e-11,2.27248103707271e-09,"ENSG00000149599.15","ENSG00000149599","DUSP15","DUSP15","Significant"
5377.49525141619,-0.437073598688703,0.0646186139632847,-6.7638962193934,1.34329322829526e-11,2.44970364384907e-09,"ENSG00000006756.16","ENSG00000006756","ARSD","ARSD","Significant"
732.252467952052,1.52343837092539,0.225546701270335,6.75442541320717,1.43402415123555e-11,2.59725346788505e-09,"ENSG00000233610.1","ENSG00000233610","LINC00462","LINC00462","Significant"
3.95097861584441,1.40383185476493,0.208084350284686,6.74645571781016,1.51500275565046e-11,2.7252529161677e-09,"ENSG00000286483.1","ENSG00000286483","","ENSG00000286483","Significant"
2195.08077791966,1.3738110142857,0.203920106597704,6.73700615994663,1.6168332870961e-11,2.88877855477583e-09,"ENSG00000285972.1","ENSG00000285972","CERNA2","CERNA2","Significant"
17.6627832603963,1.44221752686131,0.214350295188275,6.7283206939115,1.71632323857044e-11,3.0459553958066e-09,"ENSG00000211809.2","ENSG00000211809","TRAV27","TRAV27","Significant"
249.694371015645,1.54387090595975,0.22954548113696,6.72577346464333,1.74662123656615e-11,3.07906035723458e-09,"ENSG00000035720.8","ENSG00000035720","STAP1","STAP1","Significant"
